r_out p_out y_out r_disturb p_disturb y_disturb y_ref p_ref r_ref time
-0.11 -0.11 -0.04 0.25 0.06 -0.58 0.01 0.01 0.01 35.390
-0.10 -0.10 -0.02 0.25 0.06 -0.58 0.01 0.01 0.01 35.401
-0.10 -0.10 -0.00 0.24 0.06 -0.58 0.01 0.01 0.01 35.410
-0.09 -0.09 0.02 0.24 0.06 -0.57 0.01 0.01 0.01 35.420
-0.09 -0.09 0.04 0.24 0.06 -0.57 0.01 0.01 0.01 35.430
-0.08 -0.08 0.05 0.23 0.05 -0.56 0.01 0.01 0.01 35.441
-0.08 -0.08 0.06 0.23 0.05 -0.55 0.01 0.01 0.01 35.450
-0.07 -0.08 0.07 0.23 0.04 -0.54 0.01 0.01 0.01 35.462
-0.07 -0.07 0.08 0.22 0.04 -0.53 0.01 0.01 0.01 35.471
-0.06 -0.07 0.09 0.22 0.03 -0.52 0.01 0.01 0.01 35.480
-0.05 -0.07 0.10 0.21 0.03 -0.51 0.01 0.01 0.01 35.492
-0.05 -0.06 0.11 0.21 0.02 -0.50 0.01 0.01 0.01 35.502
-0.04 -0.06 0.12 0.21 0.01 -0.49 0.01 0.01 0.01 35.512
-0.03 -0.05 0.13 0.20 0.01 -0.48 0.01 0.01 0.01 35.521
-0.02 -0.05 0.15 0.20 0.01 -0.47 0.01 0.01 0.01 35.532
-0.02 -0.04 0.16 0.19 0.00 -0.46 0.01 0.01 0.01 35.541
-0.01 -0.04 0.16 0.18 -0.00 -0.45 0.01 0.01 0.01 35.551
-0.00 -0.03 0.16 0.18 -0.00 -0.44 0.01 0.01 0.01 35.561
0.01 -0.03 0.15 0.17 -0.01 -0.43 0.01 0.01 0.01 35.571
0.01 -0.02 0.13 0.17 -0.01 -0.41 0.01 0.01 0.01 35.580
0.02 -0.02 0.11 0.16 -0.01 -0.40 0.01 0.01 0.01 35.592
0.02 -0.01 0.09 0.15 -0.01 -0.39 0.01 0.01 0.01 35.601
0.03 -0.01 0.06 0.15 -0.01 -0.38 0.01 0.01 0.01 35.611
0.03 -0.00 0.04 0.14 -0.01 -0.37 0.01 0.01 0.01 35.621
0.04 -0.00 0.02 0.13 -0.01 -0.36 0.01 0.01 0.01 35.631
0.04 0.00 0.00 0.13 -0.01 -0.35 0.01 0.01 0.01 35.641
0.04 0.01 -0.01 0.12 -0.01 -0.34 0.01 0.01 0.01 35.651
0.04 0.01 -0.01 0.12 -0.01 -0.33 0.01 0.01 0.01 35.661
0.04 0.01 -0.02 0.11 -0.01 -0.32 0.01 0.01 0.01 35.671
0.04 0.01 -0.01 0.10 -0.01 -0.31 0.01 0.01 0.01 35.680
0.04 0.02 -0.01 0.10 -0.01 -0.30 0.01 0.01 0.01 35.692
0.04 0.02 -0.01 0.09 -0.01 -0.29 0.01 0.01 0.01 35.701
0.04 0.02 -0.00 0.08 -0.01 -0.28 0.01 0.01 0.01 35.711
0.04 0.02 0.00 0.08 -0.01 -0.27 0.01 0.01 0.01 35.721
0.04 0.03 0.00 0.07 -0.01 -0.26 0.01 0.01 0.01 35.731
0.04 0.03 0.00 0.07 -0.01 -0.25 0.01 0.01 0.01 35.741
0.04 0.03 -0.00 0.06 -0.01 -0.24 0.01 0.01 0.01 35.750
0.04 0.03 -0.00 0.06 -0.01 -0.23 0.01 0.01 0.01 35.760
0.04 0.03 -0.00 0.05 -0.01 -0.22 0.01 0.01 0.01 35.771
0.04 0.03 -0.01 0.04 -0.01 -0.20 0.01 0.01 0.01 35.780
0.04 0.03 -0.01 0.04 -0.01 -0.19 0.01 0.01 0.01 35.792
0.04 0.03 -0.01 0.03 -0.02 -0.18 0.01 0.01 0.01 35.801
0.04 0.03 -0.01 0.03 -0.02 -0.17 0.01 0.01 0.01 35.811
0.04 0.03 -0.01 0.02 -0.02 -0.16 0.01 0.01 0.01 35.821
0.03 0.03 -0.01 0.02 -0.02 -0.14 0.01 0.01 0.01 35.831
0.03 0.03 -0.00 0.01 -0.02 -0.13 0.01 0.01 0.01 35.841
0.03 0.03 0.00 0.00 -0.02 -0.12 0.01 0.01 0.01 35.851
0.03 0.02 0.00 -0.00 -0.02 -0.11 0.01 0.01 0.01 35.860
0.03 0.02 0.01 -0.01 -0.02 -0.09 0.01 0.01 0.01 35.870
0.03 0.02 0.01 -0.01 -0.02 -0.08 0.01 0.01 0.01 35.880
0.03 0.02 0.00 -0.02 -0.02 -0.07 0.01 0.01 0.01 35.892
0.03 0.02 0.00 -0.02 -0.03 -0.06 0.01 0.01 0.01 35.901
0.02 0.02 0.00 -0.03 -0.03 -0.04 0.01 0.01 0.01 35.910
0.02 0.01 0.00 -0.03 -0.03 -0.03 0.01 0.01 0.01 35.920
0.02 0.01 0.00 -0.04 -0.03 -0.02 0.01 0.01 0.01 35.930
0.03 0.01 0.00 -0.04 -0.03 -0.01 0.01 0.01 0.01 35.942
0.03 0.01 0.00 -0.05 -0.03 0.00 0.01 0.01 0.01 35.950
0.03 0.00 -0.00 -0.05 -0.03 0.01 0.01 0.01 0.01 35.960
0.03 0.00 -0.01 -0.05 -0.03 0.02 0.01 0.01 0.01 35.970
0.04 -0.00 -0.01 -0.06 -0.03 0.02 0.01 0.01 0.01 35.980
0.04 -0.00 -0.02 -0.06 -0.04 0.03 0.01 0.01 0.01 35.990
0.04 -0.00 -0.03 -0.06 -0.03 0.03 0.01 0.01 0.01 36.000
0.05 -0.00 -0.03 -0.06 -0.03 0.04 0.01 0.01 0.01 36.010
0.05 -0.00 -0.04 -0.06 -0.03 0.04 0.01 0.01 0.01 36.021
0.06 -0.00 -0.05 -0.06 -0.03 0.04 0.01 0.01 0.01 36.030
0.06 -0.00 -0.05 -0.06 -0.03 0.04 0.01 0.01 0.01 36.040
0.06 -0.00 -0.05 -0.06 -0.03 0.04 0.01 0.01 0.01 36.050
0.07 -0.00 -0.06 -0.06 -0.03 0.04 0.01 0.01 0.01 36.060
0.07 -0.00 -0.06 -0.06 -0.03 0.04 0.01 0.01 0.01 36.070
0.07 -0.00 -0.06 -0.06 -0.03 0.04 0.01 0.01 0.01 36.081
0.07 -0.01 -0.06 -0.06 -0.03 0.04 0.01 0.01 0.01 36.090
0.07 -0.01 -0.06 -0.06 -0.03 0.04 0.01 0.01 0.01 36.100
0.07 -0.01 -0.05 -0.06 -0.03 0.05 0.01 0.01 0.01 36.110
0.07 -0.01 -0.05 -0.07 -0.04 0.05 0.01 0.01 0.01 36.120
0.06 -0.01 -0.04 -0.07 -0.04 0.06 0.01 0.01 0.01 36.130
0.06 -0.01 -0.04 -0.07 -0.04 0.06 0.01 0.01 0.01 36.140
0.06 -0.01 -0.03 -0.07 -0.04 0.06 0.01 0.01 0.01 36.150
0.06 -0.01 -0.03 -0.07 -0.04 0.07 0.01 0.01 0.01 36.160
0.06 -0.02 -0.03 -0.07 -0.04 0.07 0.01 0.01 0.01 36.170
0.06 -0.02 -0.02 -0.07 -0.04 0.07 0.01 0.01 0.01 36.180
0.06 -0.02 -0.02 -0.07 -0.05 0.08 0.01 0.01 0.01 36.190
0.06 -0.02 -0.02 -0.07 -0.05 0.08 0.01 0.01 0.01 36.200
0.06 -0.03 -0.02 -0.07 -0.05 0.08 0.01 0.01 0.01 36.210
0.06 -0.03 -0.02 -0.07 -0.05 0.07 0.01 0.01 0.01 36.220
0.06 -0.03 -0.02 -0.07 -0.05 0.07 0.01 0.01 0.01 36.230
0.06 -0.03 -0.03 -0.07 -0.05 0.07 0.01 0.01 0.01 36.240
0.06 -0.02 -0.03 -0.07 -0.05 0.07 0.01 0.01 0.01 36.250
0.06 -0.02 -0.03 -0.07 -0.05 0.07 0.01 0.01 0.01 36.260
0.06 -0.02 -0.03 -0.07 -0.04 0.07 0.01 0.01 0.01 36.270
0.06 -0.02 -0.03 -0.07 -0.04 0.06 0.01 0.01 0.01 36.280
0.06 -0.02 -0.03 -0.07 -0.04 0.06 0.01 0.01 0.01 36.290
0.06 -0.02 -0.03 -0.07 -0.04 0.06 0.01 0.01 0.01 36.300
0.06 -0.02 -0.04 -0.07 -0.04 0.06 0.01 0.01 0.01 36.310
0.06 -0.02 -0.04 -0.07 -0.04 0.06 0.01 0.01 0.01 36.320
0.06 -0.02 -0.04 -0.07 -0.04 0.06 0.01 0.01 0.01 36.330
0.06 -0.02 -0.04 -0.07 -0.04 0.06 0.01 0.01 0.01 36.340
0.06 -0.02 -0.03 -0.07 -0.04 0.06 0.01 0.01 0.01 36.350
0.06 -0.02 -0.03 -0.07 -0.04 0.07 0.01 0.01 0.01 36.360
0.06 -0.02 -0.03 -0.07 -0.05 0.07 0.01 0.01 0.01 36.370
0.06 -0.02 -0.03 -0.07 -0.05 0.07 0.01 0.01 0.01 36.380
0.06 -0.02 -0.02 -0.07 -0.05 0.08 0.01 0.01 0.01 36.389
0.05 -0.03 -0.02 -0.07 -0.05 0.08 0.01 0.01 0.01 36.400
0.05 -0.03 -0.01 -0.08 -0.05 0.09 0.01 0.01 0.01 36.409
0.05 -0.03 -0.00 -0.08 -0.05 0.09 0.01 0.01 0.01 36.420
0.05 -0.03 0.00 -0.08 -0.05 0.09 0.01 0.01 0.01 36.430
0.04 -0.03 0.01 -0.08 -0.06 0.10 0.01 0.01 0.01 36.440
0.04 -0.03 0.01 -0.08 -0.06 0.10 0.01 0.01 0.01 36.450
0.03 -0.03 0.01 -0.08 -0.06 0.10 0.01 0.01 0.01 36.460
0.02 -0.03 0.02 -0.08 -0.06 0.10 0.01 0.01 0.01 36.470
0.02 -0.03 0.02 -0.08 -0.06 0.11 0.01 0.01 0.01 36.479
0.01 -0.03 0.02 -0.08 -0.06 0.11 0.01 0.01 0.01 36.490
0.01 -0.03 0.02 -0.08 -0.06 0.11 0.01 0.01 0.01 36.499
0.01 -0.03 0.03 -0.08 -0.06 0.11 0.01 0.01 0.01 36.510
0.00 -0.03 0.03 -0.08 -0.06 0.11 0.01 0.01 0.01 36.519
0.00 -0.03 0.03 -0.08 -0.06 0.12 0.01 0.01 0.01 36.530
-0.00 -0.03 0.03 -0.08 -0.07 0.12 0.01 0.01 0.01 36.540
-0.00 -0.03 0.03 -0.08 -0.07 0.12 0.01 0.01 0.01 36.550
-0.01 -0.03 0.04 -0.09 -0.07 0.13 0.01 0.01 0.01 36.560
-0.01 -0.02 0.04 -0.09 -0.07 0.13 0.01 0.01 0.01 36.569
-0.01 -0.02 0.05 -0.09 -0.07 0.14 0.01 0.01 0.01 36.580
-0.02 -0.02 0.06 -0.09 -0.07 0.15 0.01 0.01 0.01 36.589
-0.02 -0.01 0.06 -0.09 -0.07 0.16 0.01 0.01 0.01 36.600
-0.02 -0.01 0.07 -0.10 -0.07 0.16 0.01 0.01 0.01 36.609
-0.02 -0.01 0.08 -0.10 -0.07 0.17 0.01 0.01 0.01 36.620
-0.02 -0.01 0.09 -0.10 -0.07 0.18 0.01 0.01 0.01 36.630
-0.02 -0.00 0.09 -0.10 -0.07 0.19 0.01 0.01 0.01 36.640
-0.02 -0.00 0.10 -0.10 -0.07 0.20 0.01 0.01 0.01 36.650
-0.03 0.00 0.11 -0.11 -0.07 0.20 0.01 0.01 0.01 36.659
-0.03 0.00 0.10 -0.11 -0.07 0.21 0.01 0.01 0.01 36.670
-0.03 0.00 0.10 -0.11 -0.07 0.22 0.01 0.01 0.01 36.679
-0.03 0.01 0.08 -0.11 -0.08 0.23 0.01 0.01 0.01 36.690
-0.03 0.01 0.07 -0.12 -0.08 0.24 0.01 0.01 0.01 36.699
-0.04 0.01 0.05 -0.12 -0.07 0.24 0.01 0.01 0.01 36.710
-0.04 0.01 0.04 -0.12 -0.07 0.25 0.01 0.01 0.01 36.720
-0.04 0.01 0.03 -0.13 -0.07 0.26 0.01 0.01 0.01 36.730
-0.05 0.01 0.02 -0.13 -0.07 0.27 0.01 0.01 0.01 36.740
-0.05 0.01 0.02 -0.13 -0.07 0.28 0.01 0.01 0.01 36.749
-0.05 0.01 0.02 -0.14 -0.07 0.29 0.01 0.01 0.01 36.760
-0.06 0.01 0.02 -0.14 -0.07 0.30 0.01 0.01 0.01 36.769
-0.06 0.01 0.02 -0.14 -0.07 0.31 0.01 0.01 0.01 36.780
-0.06 0.00 0.03 -0.15 -0.07 0.32 0.01 0.01 0.01 36.789
-0.07 0.00 0.03 -0.15 -0.07 0.33 0.01 0.01 0.01 36.800
-0.07 0.00 0.03 -0.15 -0.07 0.34 0.01 0.01 0.01 36.810
-0.07 0.00 0.03 -0.16 -0.07 0.34 0.01 0.01 0.01 36.820
-0.07 0.01 0.03 -0.16 -0.07 0.35 0.01 0.01 0.01 36.830
-0.08 0.01 0.03 -0.16 -0.07 0.36 0.01 0.01 0.01 36.839
-0.08 0.02 0.03 -0.17 -0.07 0.37 0.01 0.01 0.01 36.850
-0.08 0.02 0.02 -0.17 -0.07 0.38 0.01 0.01 0.01 36.859
-0.08 0.02 0.02 -0.17 -0.07 0.39 0.01 0.01 0.01 36.870
-0.08 0.03 0.02 -0.18 -0.07 0.39 0.01 0.01 0.01 36.879
-0.08 0.03 0.02 -0.18 -0.07 0.40 0.01 0.01 0.01 36.889
-0.08 0.03 0.02 -0.18 -0.07 0.41 0.01 0.01 0.01 36.899
-0.08 0.03 0.02 -0.18 -0.07 0.42 0.01 0.01 0.01 36.910
-0.08 0.03 0.02 -0.19 -0.07 0.42 0.01 0.01 0.01 36.919
-0.08 0.03 0.02 -0.19 -0.07 0.43 0.01 0.01 0.01 36.930
-0.07 0.03 0.02 -0.19 -0.07 0.44 0.01 0.01 0.01 36.939
-0.07 0.03 0.02 -0.20 -0.08 0.45 0.01 0.01 0.01 36.950
-0.06 0.02 0.02 -0.20 -0.08 0.45 0.01 0.01 0.01 36.959
-0.05 0.02 0.02 -0.20 -0.08 0.46 0.01 0.01 0.01 36.969
-0.04 0.01 0.02 -0.21 -0.08 0.46 0.01 0.01 0.01 36.979
-0.03 0.01 0.01 -0.21 -0.08 0.47 0.01 0.01 0.01 36.989
-0.02 0.00 0.01 -0.21 -0.08 0.48 0.01 0.01 0.01 36.999
-0.01 0.00 0.01 -0.21 -0.07 0.49 0.01 0.01 0.01 37.009
-0.01 0.00 0.01 -0.22 -0.07 0.50 0.01 0.01 0.01 37.019
-0.00 -0.00 0.02 -0.22 -0.07 0.51 0.01 0.01 0.01 37.030
-0.00 -0.01 0.02 -0.22 -0.07 0.52 0.01 0.01 0.01 37.039
0.00 -0.01 0.03 -0.23 -0.08 0.53 0.01 0.01 0.01 37.050
0.00 -0.01 0.03 -0.23 -0.08 0.55 0.01 0.01 0.01 37.059
0.01 -0.02 0.03 -0.23 -0.08 0.56 0.01 0.01 0.01 37.070
0.01 -0.02 0.02 -0.24 -0.08 0.56 0.01 0.01 0.01 37.079
0.01 -0.02 0.02 -0.24 -0.08 0.57 0.01 0.01 0.01 37.090
0.01 -0.02 0.02 -0.24 -0.08 0.58 0.01 0.01 0.01 37.099
0.01 -0.02 0.01 -0.24 -0.08 0.59 0.01 0.01 0.01 37.110
0.01 -0.02 0.01 -0.24 -0.08 0.59 0.01 0.01 0.01 37.119
0.02 -0.01 0.00 -0.24 -0.08 0.59 0.01 0.01 0.01 37.130
0.02 -0.01 -0.00 -0.24 -0.08 0.59 0.01 0.01 0.01 37.139
0.02 -0.01 -0.01 -0.24 -0.08 0.59 0.01 0.01 0.01 37.150
0.03 -0.01 -0.01 -0.24 -0.08 0.59 0.01 0.01 0.01 37.159
0.03 -0.00 -0.02 -0.24 -0.08 0.59 0.01 0.01 0.01 37.170
0.03 -0.00 -0.03 -0.24 -0.08 0.58 0.01 0.01 0.01 37.180
0.04 -0.00 -0.03 -0.23 -0.08 0.58 0.01 0.01 0.01 37.189
0.04 0.00 -0.04 -0.23 -0.08 0.57 0.01 0.01 0.01 37.199
0.04 0.00 -0.05 -0.23 -0.08 0.56 0.01 0.01 0.01 37.210
0.04 0.00 -0.05 -0.23 -0.08 0.56 0.01 0.01 0.01 37.219
0.04 0.01 -0.06 -0.23 -0.08 0.56 0.01 0.01 0.01 37.229
0.05 0.01 -0.06 -0.23 -0.08 0.55 0.01 0.01 0.01 37.240
0.05 0.01 -0.06 -0.22 -0.07 0.55 0.01 0.01 0.01 37.249
0.05 0.01 -0.06 -0.22 -0.07 0.55 0.01 0.01 0.01 37.259
0.05 0.01 -0.06 -0.22 -0.07 0.54 0.01 0.01 0.01 37.270
0.05 0.01 -0.07 -0.22 -0.07 0.54 0.01 0.01 0.01 37.279
0.05 0.01 -0.07 -0.22 -0.07 0.54 0.01 0.01 0.01 37.289
0.06 0.01 -0.08 -0.21 -0.08 0.52 0.01 0.01 0.01 37.300
0.06 0.02 -0.09 -0.21 -0.08 0.52 0.01 0.01 0.01 37.309
0.06 0.02 -0.10 -0.21 -0.08 0.51 0.01 0.01 0.01 37.319
0.07 0.02 -0.11 -0.20 -0.08 0.48 0.01 0.01 0.01 37.330
0.07 0.03 -0.12 -0.20 -0.08 0.48 0.01 0.01 0.01 37.339
0.08 0.03 -0.13 -0.19 -0.08 0.46 0.01 0.01 0.01 37.349
0.09 0.04 -0.13 -0.19 -0.08 0.44 0.01 0.01 0.01 37.359
0.09 0.05 -0.13 -0.18 -0.08 0.42 0.01 0.01 0.01 37.369
0.10 0.06 -0.12 -0.17 -0.08 0.40 0.01 0.01 0.01 37.379
0.10 0.06 -0.11 -0.16 -0.07 0.35 0.01 0.01 0.01 37.390
0.11 0.07 -0.10 -0.16 -0.07 0.35 0.01 0.01 0.01 37.399
0.11 0.07 -0.08 -0.15 -0.07 0.33 0.01 0.01 0.01 37.409
0.11 0.07 -0.07 -0.15 -0.07 0.32 0.01 0.01 0.01 37.419
0.11 0.06 -0.05 -0.14 -0.06 0.30 0.01 0.01 0.01 37.429
0.11 0.05 -0.04 -0.14 -0.06 0.28 0.01 0.01 0.01 37.439
0.11 0.04 -0.03 -0.13 -0.06 0.27 0.01 0.01 0.01 37.449
0.11 0.03 -0.03 -0.13 -0.06 0.25 0.01 0.01 0.01 37.459
0.11 0.02 -0.02 -0.13 -0.06 0.24 0.01 0.01 0.01 37.469
0.11 0.01 -0.01 -0.12 -0.06 0.23 0.01 0.01 0.01 37.479
0.11 0.01 -0.00 -0.12 -0.05 0.21 0.01 0.01 0.01 37.489
0.10 -0.00 0.00 -0.12 -0.05 0.20 0.01 0.01 0.01 37.499
0.10 -0.01 0.01 -0.12 -0.05 0.19 0.01 0.01 0.01 37.509
0.09 -0.01 0.01 -0.11 -0.05 0.18 0.01 0.01 0.01 37.519
0.09 -0.01 0.01 -0.11 -0.05 0.17 0.01 0.01 0.01 37.529
0.08 -0.01 0.02 -0.11 -0.05 0.15 0.01 0.01 0.01 37.539
0.07 -0.02 0.02 -0.11 -0.05 0.14 0.01 0.01 0.01 37.549
0.07 -0.02 0.01 -0.10 -0.05 0.13 0.01 0.01 0.01 37.559
0.06 -0.02 0.01 -0.10 -0.05 0.11 0.01 0.01 0.01 37.569
0.06 -0.02 0.01 -0.09 -0.05 0.10 0.01 0.01 0.01 37.579
0.05 -0.02 0.01 -0.09 -0.06 0.08 0.01 0.01 0.01 37.589
0.05 -0.02 0.01 -0.09 -0.06 0.07 0.01 0.01 0.01 37.599
0.05 -0.03 0.01 -0.08 -0.06 0.06 0.01 0.01 0.01 37.609
0.04 -0.02 0.01 -0.08 -0.06 0.04 0.01 0.01 0.01 37.619
0.04 -0.02 0.01 -0.07 -0.07 0.03 0.01 0.01 0.01 37.629
0.03 -0.02 0.01 -0.07 -0.07 0.02 0.01 0.01 0.01 37.640
0.03 -0.02 0.02 -0.07 -0.07 0.01 0.01 0.01 0.01 37.650
0.02 -0.03 0.03 -0.07 -0.07 -0.00 0.01 0.01 0.01 37.660
0.01 -0.03 0.03 -0.06 -0.08 -0.02 0.01 0.01 0.01 37.670
0.01 -0.03 0.04 -0.06 -0.08 -0.02 0.01 0.01 0.01 37.680
-0.00 -0.03 0.04 -0.06 -0.08 -0.02 0.01 0.01 0.01 37.690
-0.01 -0.03 0.05 -0.06 -0.08 -0.03 0.01 0.01 0.01 37.700
-0.01 -0.03 0.05 -0.06 -0.08 -0.03 0.01 0.01 0.01 37.709
-0.02 -0.04 0.06 -0.06 -0.09 -0.04 0.01 0.01 0.01 37.719
-0.02 -0.04 0.06 -0.06 -0.09 -0.04 0.01 0.01 0.01 37.729
-0.02 -0.04 0.06 -0.06 -0.09 -0.04 0.01 0.01 0.01 37.739
-0.03 -0.05 0.06 -0.05 -0.10 -0.05 0.01 0.01 0.01 37.749
-0.03 -0.05 0.06 -0.05 -0.10 -0.05 0.01 0.01 0.01 37.760
-0.03 -0.05 0.06 -0.05 -0.10 -0.05 0.01 0.01 0.01 37.770
-0.04 -0.05 0.06 -0.05 -0.10 -0.05 0.01 0.01 0.01 37.779
-0.05 -0.05 0.07 -0.05 -0.10 -0.05 0.01 0.01 0.01 37.790
-0.05 -0.04 0.07 -0.06 -0.10 -0.05 0.01 0.01 0.01 37.800
-0.05 -0.03 0.07 -0.06 -0.10 -0.05 0.01 0.01 0.01 37.809
-0.05 -0.03 0.07 -0.06 -0.09 -0.05 0.01 0.01 0.01 37.820
-0.05 -0.03 0.07 -0.06 -0.09 -0.05 0.01 0.01 0.01 37.830
-0.05 -0.03 0.07 -0.06 -0.09 -0.05 0.01 0.01 0.01 37.839
-0.05 -0.03 0.07 -0.06 -0.09 -0.05 0.01 0.01 0.01 37.850
-0.05 -0.03 0.07 -0.06 -0.09 -0.05 0.01 0.01 0.01 37.860
-0.05 -0.03 0.06 -0.06 -0.09 -0.05 0.01 0.01 0.01 37.869
-0.05 -0.02 0.06 -0.06 -0.09 -0.06 0.01 0.01 0.01 37.880
-0.05 -0.02 0.06 -0.06 -0.09 -0.06 0.01 0.01 0.01 37.889
-0.05 -0.02 0.06 -0.06 -0.09 -0.06 0.01 0.01 0.01 37.900
-0.05 -0.03 0.07 -0.06 -0.09 -0.05 0.01 0.01 0.01 37.910
-0.05 -0.03 0.07 -0.06 -0.09 -0.05 0.01 0.01 0.01 37.920
-0.05 -0.03 0.08 -0.06 -0.09 -0.04 0.01 0.01 0.01 37.930
-0.05 -0.02 0.08 -0.06 -0.09 -0.04 0.01 0.01 0.01 37.939
-0.05 -0.02 0.09 -0.06 -0.08 -0.04 0.01 0.01 0.01 37.950
-0.05 -0.02 0.08 -0.06 -0.08 -0.04 0.01 0.01 0.01 37.960
-0.05 -0.02 0.08 -0.06 -0.08 -0.04 0.01 0.01 0.01 37.970
-0.05 -0.01 0.07 -0.06 -0.08 -0.04 0.01 0.01 0.01 37.980
-0.05 -0.01 0.07 -0.06 -0.08 -0.04 0.01 0.01 0.01 37.989
-0.05 -0.01 0.06 -0.06 -0.07 -0.04 0.01 0.01 0.01 38.000
-0.05 -0.01 0.05 -0.06 -0.07 -0.04 0.01 0.01 0.01 38.011
-0.05 -0.01 0.04 -0.06 -0.07 -0.04 0.01 0.01 0.01 38.020
-0.05 -0.01 0.03 -0.06 -0.08 -0.04 0.01 0.01 0.01 38.031
-0.05 -0.01 0.02 -0.06 -0.08 -0.04 0.01 0.01 0.01 38.039
-0.05 -0.01 0.02 -0.06 -0.08 -0.04 0.01 0.01 0.01 38.050
-0.05 -0.01 0.01 -0.06 -0.08 -0.04 0.01 0.01 0.01 38.060
-0.05 -0.01 0.01 -0.06 -0.07 -0.04 0.01 0.01 0.01 38.071
-0.05 -0.01 0.01 -0.06 -0.07 -0.04 0.01 0.01 0.01 38.080
-0.05 -0.01 0.01 -0.06 -0.08 -0.04 0.01 0.01 0.01 38.089
-0.05 -0.01 0.01 -0.07 -0.08 -0.04 0.01 0.01 0.01 38.100
-0.04 -0.01 0.00 -0.07 -0.08 -0.04 0.01 0.01 0.01 38.110
-0.04 -0.01 0.00 -0.06 -0.07 -0.04 0.01 0.01 0.01 38.121
-0.03 -0.01 0.00 -0.06 -0.07 -0.04 0.01 0.01 0.01 38.130
-0.02 -0.01 0.00 -0.06 -0.07 -0.04 0.01 0.01 0.01 38.140
-0.01 -0.01 0.01 -0.06 -0.07 -0.04 0.01 0.01 0.01 38.150
0.01 -0.01 0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 38.161
0.02 -0.00 0.01 -0.04 -0.06 -0.03 0.01 0.01 0.01 38.170
0.03 -0.00 0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.181
0.05 -0.00 0.00 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.190
0.06 -0.00 0.00 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.201
0.06 -0.00 -0.00 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.210
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.220
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.230
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.240
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.251
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.260
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.270
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.280
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.291
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.300
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.311
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.320
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.330
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.340
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.350
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.360
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.369
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.379
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.389
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.399
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.409
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.420
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.430
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.440
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.450
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.459
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.469
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.479
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.489
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.499
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.510
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.520
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.529
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.539
0.06 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.549
0.05 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.559
0.05 -0.00 -0.01 -0.03 -0.06 -0.03 0.01 0.01 0.01 38.569
