r_out p_out y_out r_disturb p_disturb y_disturb y_ref p_ref r_ref time
0.00 0.04 0.04 0.00 -0.07 -0.02 0.00 0.04 0.04 15.252
0.00 0.04 0.04 0.00 -0.07 -0.02 0.00 0.04 0.04 15.261
0.00 0.04 0.04 0.00 -0.07 -0.02 0.00 0.04 0.04 15.271
0.00 0.04 0.04 0.00 -0.07 -0.02 0.00 0.04 0.04 15.281
0.00 0.04 0.04 0.00 -0.07 -0.02 0.00 0.04 0.04 15.291
0.00 0.04 0.04 0.00 -0.07 -0.02 0.00 0.04 0.04 15.301
0.00 0.04 0.04 0.00 -0.07 -0.02 0.00 0.04 0.04 15.311
0.00 0.04 0.04 0.00 -0.07 -0.02 0.00 0.04 0.04 15.321
0.00 0.04 0.04 0.00 -0.07 -0.02 0.00 0.04 0.04 15.331
0.00 0.04 0.04 0.00 -0.07 -0.02 0.00 0.04 0.04 15.341
0.00 0.04 0.04 0.00 -0.07 -0.02 0.00 0.04 0.04 15.351
0.00 0.04 0.04 0.00 -0.07 -0.02 0.00 0.04 0.04 15.361
0.00 0.04 0.04 0.00 -0.07 -0.02 0.00 0.04 0.04 15.371
0.00 0.04 0.04 0.00 -0.07 -0.02 0.00 0.04 0.04 15.381
0.00 0.04 0.04 0.00 -0.07 -0.02 0.00 0.04 0.04 15.391
0.00 0.04 0.04 0.00 -0.07 -0.02 0.00 0.04 0.04 15.401
0.00 0.04 0.04 0.00 -0.07 -0.02 0.00 0.04 0.04 15.411
0.00 0.04 0.04 0.00 -0.07 -0.02 0.00 0.04 0.04 15.421
0.00 0.04 0.04 0.00 -0.07 -0.02 0.00 0.04 0.04 15.431
0.00 0.04 0.04 0.00 -0.07 -0.02 0.00 0.04 0.04 15.441
0.00 0.04 0.04 0.00 -0.07 -0.02 0.00 0.04 0.04 15.451
0.00 0.04 0.04 0.00 -0.07 -0.02 0.00 0.04 0.04 15.460
0.00 0.04 0.04 0.00 -0.07 -0.02 0.00 0.04 0.04 15.471
0.00 0.04 0.04 0.00 -0.07 -0.02 0.00 0.04 0.04 15.481
0.00 0.04 0.04 0.00 -0.07 -0.02 0.00 0.04 0.04 15.491
0.00 0.04 0.04 0.00 -0.07 -0.02 0.00 0.04 0.04 15.501
0.00 0.04 0.04 0.00 -0.07 -0.02 0.00 0.04 0.04 15.511
0.00 0.04 0.04 -0.00 -0.07 -0.02 0.00 0.04 0.04 15.521
0.00 0.04 0.04 -0.00 -0.07 -0.02 0.00 0.04 0.04 15.531
0.00 0.04 0.04 -0.00 -0.07 -0.02 0.00 0.04 0.04 15.541
0.00 0.04 0.04 -0.00 -0.07 -0.02 0.00 0.04 0.04 15.551
0.00 0.04 0.04 -0.00 -0.07 -0.02 0.00 0.04 0.04 15.561
0.00 0.04 0.04 -0.00 -0.07 -0.02 0.00 0.04 0.04 15.571
0.00 0.04 0.04 0.00 -0.07 -0.01 0.00 0.04 0.04 15.581
0.00 0.04 0.05 0.00 -0.07 -0.01 0.00 0.04 0.04 15.591
0.00 0.03 0.06 0.00 -0.07 -0.00 0.00 0.04 0.04 15.601
0.01 0.03 0.07 0.01 -0.07 0.01 0.00 0.04 0.04 15.611
0.01 0.03 0.08 0.01 -0.08 0.02 0.00 0.04 0.04 15.621
0.01 0.02 0.09 0.01 -0.08 0.03 0.00 0.04 0.04 15.631
0.01 0.01 0.10 0.01 -0.09 0.04 0.00 0.04 0.04 15.641
0.01 0.01 0.12 0.01 -0.09 0.06 0.00 0.04 0.04 15.651
0.01 -0.00 0.13 0.01 -0.10 0.07 0.00 0.04 0.04 15.660
0.01 -0.02 0.15 0.01 -0.11 0.09 0.00 0.04 0.04 15.672
0.01 -0.03 0.16 0.01 -0.12 0.10 0.00 0.04 0.04 15.681
0.02 -0.04 0.17 0.01 -0.13 0.12 0.00 0.04 0.04 15.691
0.02 -0.04 0.17 0.01 -0.14 0.13 0.00 0.04 0.04 15.701
0.02 -0.04 0.17 0.01 -0.15 0.14 0.00 0.04 0.04 15.711
0.02 -0.04 0.15 0.01 -0.16 0.15 0.00 0.04 0.04 15.721
0.02 -0.03 0.13 0.02 -0.17 0.16 0.00 0.04 0.04 15.731
0.03 -0.02 0.10 0.02 -0.17 0.16 0.00 0.04 0.04 15.741
0.04 0.00 0.06 0.02 -0.17 0.16 0.00 0.04 0.04 15.751
0.04 0.02 0.02 0.03 -0.17 0.16 0.00 0.04 0.04 15.759
0.05 0.05 -0.02 0.03 -0.17 0.16 0.00 0.04 0.04 15.772
0.06 0.07 -0.05 0.03 -0.17 0.16 0.00 0.04 0.04 15.781
0.06 0.09 -0.08 0.04 -0.17 0.16 0.00 0.04 0.04 15.791
0.07 0.10 -0.09 0.04 -0.17 0.16 0.00 0.04 0.04 15.801
0.07 0.11 -0.09 0.04 -0.17 0.16 0.00 0.04 0.04 15.811
0.08 0.12 -0.09 0.04 -0.17 0.17 0.00 0.04 0.04 15.821
0.08 0.12 -0.08 0.04 -0.16 0.17 0.00 0.04 0.04 15.831
0.08 0.12 -0.06 0.04 -0.16 0.18 0.00 0.04 0.04 15.841
0.08 0.12 -0.05 0.04 -0.16 0.18 0.00 0.04 0.04 15.851
0.08 0.11 -0.03 0.04 -0.16 0.19 0.00 0.04 0.04 15.859
0.08 0.11 -0.01 0.04 -0.16 0.20 0.00 0.04 0.04 15.872
0.08 0.10 -0.00 0.04 -0.16 0.21 0.00 0.04 0.04 15.881
0.08 0.10 0.00 0.04 -0.16 0.21 0.00 0.04 0.04 15.891
0.08 0.10 0.01 0.04 -0.16 0.22 0.00 0.04 0.04 15.901
0.07 0.10 0.01 0.04 -0.16 0.22 0.00 0.04 0.04 15.911
0.06 0.09 0.02 0.04 -0.16 0.22 0.00 0.04 0.04 15.921
0.05 0.09 0.02 0.04 -0.16 0.23 0.00 0.04 0.04 15.929
0.04 0.09 0.02 0.04 -0.16 0.23 0.00 0.04 0.04 15.941
0.03 0.09 0.02 0.05 -0.16 0.23 0.00 0.04 0.04 15.949
0.02 0.08 0.03 0.05 -0.16 0.23 0.00 0.04 0.04 15.960
0.02 0.07 0.03 0.05 -0.16 0.23 0.00 0.04 0.04 15.970
0.01 0.07 0.03 0.05 -0.16 0.23 0.00 0.04 0.04 15.979
0.00 0.06 0.03 0.05 -0.16 0.24 0.00 0.04 0.04 15.990
-0.00 0.06 0.04 0.05 -0.16 0.24 0.00 0.04 0.04 15.999
-0.01 0.05 0.04 0.05 -0.16 0.25 0.00 0.04 0.04 16.011
-0.01 0.04 0.05 0.05 -0.16 0.25 0.00 0.04 0.04 16.020
-0.02 0.04 0.05 0.04 -0.16 0.26 0.00 0.04 0.04 16.030
-0.02 0.04 0.06 0.04 -0.16 0.26 0.00 0.04 0.04 16.039
-0.02 0.04 0.07 0.04 -0.16 0.27 0.00 0.04 0.04 16.049
-0.03 0.04 0.07 0.04 -0.16 0.27 0.00 0.04 0.04 16.060
-0.03 0.04 0.08 0.04 -0.16 0.28 0.00 0.04 0.04 16.069
-0.03 0.04 0.08 0.04 -0.16 0.28 0.00 0.04 0.04 16.079
-0.03 0.04 0.08 0.04 -0.16 0.29 0.00 0.04 0.04 16.092
-0.03 0.04 0.07 0.04 -0.15 0.29 0.00 0.04 0.04 16.100
-0.03 0.05 0.07 0.04 -0.15 0.29 0.00 0.04 0.04 16.110
-0.03 0.05 0.06 0.04 -0.15 0.29 0.00 0.04 0.04 16.120
-0.03 0.05 0.05 0.04 -0.15 0.28 0.00 0.04 0.04 16.130
-0.03 0.05 0.05 0.04 -0.15 0.28 0.00 0.04 0.04 16.140
-0.03 0.05 0.04 0.04 -0.15 0.28 0.00 0.04 0.04 16.150
-0.03 0.05 0.04 0.04 -0.14 0.28 0.00 0.04 0.04 16.159
-0.03 0.05 0.03 0.04 -0.14 0.28 0.00 0.04 0.04 16.169
-0.03 0.06 0.03 0.04 -0.14 0.27 0.00 0.04 0.04 16.180
-0.02 0.06 0.03 0.04 -0.14 0.27 0.00 0.04 0.04 16.190
-0.02 0.06 0.02 0.05 -0.14 0.27 0.00 0.04 0.04 16.200
-0.02 0.06 0.02 0.05 -0.13 0.26 0.00 0.04 0.04 16.210
-0.02 0.06 0.01 0.05 -0.13 0.26 0.00 0.04 0.04 16.221
-0.02 0.06 0.01 0.06 -0.13 0.25 0.00 0.04 0.04 16.230
-0.02 0.06 0.00 0.06 -0.13 0.24 0.00 0.04 0.04 16.239
-0.01 0.06 -0.01 0.06 -0.12 0.23 0.00 0.04 0.04 16.249
-0.01 0.05 -0.02 0.07 -0.12 0.22 0.00 0.04 0.04 16.261
-0.01 0.05 -0.03 0.07 -0.11 0.21 0.00 0.04 0.04 16.269
-0.00 0.05 -0.05 0.08 -0.11 0.19 0.00 0.04 0.04 16.279
0.00 0.05 -0.06 0.09 -0.10 0.18 0.00 0.04 0.04 16.289
0.01 0.06 -0.08 0.09 -0.09 0.16 0.00 0.04 0.04 16.299
0.01 0.06 -0.09 0.10 -0.09 0.14 0.00 0.04 0.04 16.309
0.02 0.06 -0.10 0.11 -0.08 0.13 0.00 0.04 0.04 16.322
0.02 0.06 -0.10 0.11 -0.07 0.11 0.00 0.04 0.04 16.332
0.03 0.06 -0.10 0.12 -0.06 0.10 0.00 0.04 0.04 16.342
0.03 0.06 -0.08 0.12 -0.06 0.08 0.00 0.04 0.04 16.352
0.03 0.06 -0.06 0.13 -0.05 0.07 0.00 0.04 0.04 16.361
0.02 0.06 -0.04 0.13 -0.04 0.06 0.00 0.04 0.04 16.369
0.02 0.06 -0.01 0.14 -0.03 0.05 0.00 0.04 0.04 16.379
0.02 0.06 0.00 0.14 -0.03 0.04 0.00 0.04 0.04 16.392
0.01 0.06 0.02 0.14 -0.02 0.03 0.00 0.04 0.04 16.402
0.01 0.06 0.03 0.15 -0.01 0.02 0.00 0.04 0.04 16.412
0.01 0.06 0.04 0.15 -0.01 0.01 0.00 0.04 0.04 16.422
0.00 0.05 0.04 0.15 -0.01 -0.00 0.00 0.04 0.04 16.432
0.00 0.05 0.04 0.15 -0.00 -0.01 0.00 0.04 0.04 16.442
0.00 0.05 0.04 0.16 0.00 -0.02 0.00 0.04 0.04 16.452
0.00 0.05 0.04 0.16 0.01 -0.03 0.00 0.04 0.04 16.460
0.01 0.04 0.03 0.16 0.01 -0.05 0.00 0.04 0.04 16.469
0.01 0.04 0.03 0.17 0.01 -0.06 0.00 0.04 0.04 16.482
0.01 0.04 0.03 0.17 0.02 -0.07 0.00 0.04 0.04 16.492
0.01 0.04 0.03 0.17 0.02 -0.08 0.00 0.04 0.04 16.502
0.01 0.04 0.03 0.18 0.03 -0.09 0.00 0.04 0.04 16.513
0.01 0.04 0.03 0.18 0.04 -0.11 0.00 0.04 0.04 16.524
0.01 0.04 0.03 0.18 0.04 -0.12 0.00 0.04 0.04 16.535
0.01 0.04 0.03 0.19 0.05 -0.13 0.00 0.04 0.04 16.546
0.01 0.04 0.03 0.19 0.06 -0.15 0.00 0.04 0.04 16.556
0.01 0.05 0.03 0.19 0.06 -0.16 0.00 0.04 0.04 16.567
0.01 0.05 0.03 0.19 0.07 -0.18 0.00 0.04 0.04 16.577
0.01 0.05 0.03 0.20 0.08 -0.19 0.00 0.04 0.04 16.587
0.01 0.05 0.03 0.20 0.08 -0.20 0.00 0.04 0.04 16.597
0.01 0.05 0.03 0.20 0.09 -0.22 0.00 0.04 0.04 16.607
0.01 0.05 0.03 0.20 0.09 -0.23 0.00 0.04 0.04 16.617
0.01 0.05 0.03 0.21 0.10 -0.24 0.00 0.04 0.04 16.627
0.01 0.04 0.03 0.21 0.10 -0.25 0.00 0.04 0.04 16.637
0.01 0.04 0.03 0.21 0.11 -0.27 0.00 0.04 0.04 16.647
0.01 0.04 0.03 0.21 0.11 -0.28 0.00 0.04 0.04 16.657
0.01 0.04 0.03 0.21 0.12 -0.29 0.00 0.04 0.04 16.667
0.01 0.03 0.03 0.21 0.12 -0.31 0.00 0.04 0.04 16.677
0.01 0.03 0.03 0.21 0.12 -0.32 0.00 0.04 0.04 16.687
0.01 0.03 0.03 0.22 0.12 -0.33 0.00 0.04 0.04 16.697
0.00 0.02 0.03 0.22 0.12 -0.34 0.00 0.04 0.04 16.707
0.00 0.02 0.04 0.22 0.13 -0.35 0.00 0.04 0.04 16.717
0.00 0.01 0.04 0.22 0.13 -0.36 0.00 0.04 0.04 16.727
0.00 0.01 0.04 0.22 0.13 -0.37 0.00 0.04 0.04 16.737
-0.00 0.01 0.05 0.22 0.13 -0.38 0.00 0.04 0.04 16.747
-0.00 0.01 0.05 0.22 0.13 -0.39 0.00 0.04 0.04 16.757
-0.00 0.00 0.05 0.22 0.12 -0.40 0.00 0.04 0.04 16.767
-0.01 -0.00 0.05 0.22 0.12 -0.40 0.00 0.04 0.04 16.777
-0.01 -0.01 0.05 0.22 0.12 -0.41 0.00 0.04 0.04 16.787
-0.01 -0.01 0.05 0.22 0.12 -0.42 0.00 0.04 0.04 16.797
-0.01 -0.01 0.05 0.22 0.12 -0.43 0.00 0.04 0.04 16.807
-0.01 -0.02 0.05 0.23 0.12 -0.43 0.00 0.04 0.04 16.817
-0.01 -0.02 0.05 0.23 0.11 -0.44 0.00 0.04 0.04 16.827
-0.01 -0.03 0.05 0.23 0.11 -0.45 0.00 0.04 0.04 16.837
-0.00 -0.03 0.05 0.23 0.11 -0.46 0.00 0.04 0.04 16.847
-0.00 -0.04 0.05 0.23 0.11 -0.46 0.00 0.04 0.04 16.857
-0.00 -0.04 0.05 0.23 0.11 -0.47 0.00 0.04 0.04 16.867
-0.00 -0.04 0.05 0.23 0.10 -0.48 0.00 0.04 0.04 16.877
-0.00 -0.05 0.06 0.23 0.10 -0.48 0.00 0.04 0.04 16.887
-0.00 -0.04 0.06 0.23 0.10 -0.49 0.00 0.04 0.04 16.897
-0.01 -0.04 0.06 0.23 0.10 -0.49 0.00 0.04 0.04 16.907
-0.01 -0.04 0.07 0.23 0.10 -0.50 0.00 0.04 0.04 16.917
-0.01 -0.03 0.07 0.23 0.10 -0.50 0.00 0.04 0.04 16.927
-0.02 -0.03 0.08 0.23 0.10 -0.50 0.00 0.04 0.04 16.937
-0.02 -0.02 0.08 0.23 0.10 -0.50 0.00 0.04 0.04 16.947
-0.03 -0.01 0.09 0.23 0.09 -0.50 0.00 0.04 0.04 16.957
-0.03 -0.01 0.09 0.23 0.09 -0.51 0.00 0.04 0.04 16.967
-0.04 -0.00 0.09 0.23 0.09 -0.51 0.00 0.04 0.04 16.977
-0.04 0.00 0.09 0.23 0.09 -0.51 0.00 0.04 0.04 16.987
-0.04 0.00 0.09 0.23 0.09 -0.51 0.00 0.04 0.04 16.997
-0.04 0.01 0.09 0.23 0.08 -0.51 0.00 0.04 0.04 17.007
-0.04 0.01 0.09 0.23 0.08 -0.51 0.00 0.04 0.04 17.017
-0.04 0.01 0.09 0.23 0.08 -0.51 0.00 0.04 0.04 17.027
-0.05 0.01 0.09 0.23 0.08 -0.51 0.00 0.04 0.04 17.037
-0.05 0.01 0.09 0.23 0.08 -0.51 0.00 0.04 0.04 17.047
-0.05 0.01 0.09 0.23 0.08 -0.51 0.00 0.04 0.04 17.057
-0.05 0.01 0.09 0.23 0.08 -0.51 0.00 0.04 0.04 17.067
-0.05 0.01 0.09 0.23 0.08 -0.51 0.00 0.04 0.04 17.077
-0.05 0.01 0.09 0.23 0.08 -0.51 0.00 0.04 0.04 17.087
-0.05 0.01 0.09 0.23 0.07 -0.51 0.00 0.04 0.04 17.097
-0.06 0.02 0.09 0.23 0.07 -0.51 0.00 0.04 0.04 17.107
-0.06 0.02 0.09 0.23 0.07 -0.51 0.00 0.04 0.04 17.117
-0.06 0.02 0.10 0.23 0.07 -0.51 0.00 0.04 0.04 17.127
-0.06 0.02 0.10 0.23 0.07 -0.50 0.00 0.04 0.04 17.137
-0.06 0.02 0.10 0.23 0.07 -0.50 0.00 0.04 0.04 17.147
-0.06 0.02 0.10 0.23 0.07 -0.50 0.00 0.04 0.04 17.157
-0.06 0.02 0.10 0.23 0.07 -0.50 0.00 0.04 0.04 17.167
-0.06 0.01 0.11 0.23 0.07 -0.50 0.00 0.04 0.04 17.177
-0.06 0.01 0.11 0.23 0.07 -0.49 0.00 0.04 0.04 17.187
-0.06 0.02 0.11 0.23 0.06 -0.49 0.00 0.04 0.04 17.197
-0.05 0.02 0.11 0.23 0.06 -0.49 0.00 0.04 0.04 17.207
-0.04 0.02 0.12 0.23 0.06 -0.48 0.00 0.04 0.04 17.217
-0.04 0.02 0.12 0.23 0.06 -0.48 0.00 0.04 0.04 17.227
-0.03 0.03 0.11 0.23 0.06 -0.48 0.00 0.04 0.04 17.237
-0.02 0.03 0.11 0.23 0.06 -0.48 0.00 0.04 0.04 17.247
-0.02 0.03 0.10 0.23 0.05 -0.47 0.00 0.04 0.04 17.257
-0.01 0.03 0.09 0.23 0.05 -0.47 0.00 0.04 0.04 17.267
-0.00 0.04 0.08 0.23 0.05 -0.47 0.00 0.04 0.04 17.277
0.00 0.04 0.06 0.23 0.05 -0.47 0.00 0.04 0.04 17.287
0.01 0.04 0.05 0.23 0.05 -0.46 0.00 0.04 0.04 17.297
0.01 0.04 0.04 0.23 0.05 -0.46 0.00 0.04 0.04 17.307
0.01 0.04 0.03 0.23 0.05 -0.46 0.00 0.04 0.04 17.317
0.02 0.04 0.03 0.23 0.05 -0.45 0.00 0.04 0.04 17.327
0.02 0.04 0.02 0.23 0.04 -0.45 0.00 0.04 0.04 17.337
0.02 0.04 0.02 0.23 0.04 -0.44 0.00 0.04 0.04 17.347
0.02 0.04 0.02 0.23 0.04 -0.44 0.00 0.04 0.04 17.357
0.02 0.04 0.02 0.23 0.04 -0.43 0.00 0.04 0.04 17.367
0.02 0.04 0.03 0.23 0.03 -0.43 0.00 0.04 0.04 17.377
0.02 0.04 0.04 0.23 0.03 -0.42 0.00 0.04 0.04 17.387
0.03 0.04 0.04 0.23 0.03 -0.41 0.00 0.04 0.04 17.397
0.03 0.04 0.04 0.23 0.02 -0.40 0.00 0.04 0.04 17.407
0.03 0.04 0.04 0.23 0.02 -0.39 0.00 0.04 0.04 17.417
0.03 0.03 0.04 0.22 0.01 -0.38 0.00 0.04 0.04 17.427
0.03 0.03 0.05 0.22 0.01 -0.37 0.00 0.04 0.04 17.437
0.03 0.03 0.05 0.22 -0.00 -0.36 0.00 0.04 0.04 17.447
0.03 0.02 0.05 0.22 -0.01 -0.35 0.00 0.04 0.04 17.457
0.03 0.02 0.06 0.22 -0.02 -0.34 0.00 0.04 0.04 17.467
0.03 0.02 0.06 0.22 -0.02 -0.32 0.00 0.04 0.04 17.477
0.03 0.02 0.06 0.22 -0.03 -0.31 0.00 0.04 0.04 17.487
0.02 0.02 0.07 0.22 -0.04 -0.29 0.00 0.04 0.04 17.497
0.02 0.02 0.07 0.21 -0.04 -0.28 0.00 0.04 0.04 17.507
0.02 0.02 0.07 0.21 -0.05 -0.27 0.00 0.04 0.04 17.517
0.02 0.02 0.07 0.21 -0.06 -0.25 0.00 0.04 0.04 17.527
0.02 0.02 0.07 0.21 -0.07 -0.24 0.00 0.04 0.04 17.537
0.02 0.02 0.08 0.21 -0.07 -0.22 0.00 0.04 0.04 17.547
0.02 0.02 0.07 0.21 -0.08 -0.21 0.00 0.04 0.04 17.557
0.02 0.03 0.07 0.20 -0.09 -0.19 0.00 0.04 0.04 17.567
0.02 0.03 0.07 0.20 -0.09 -0.18 0.00 0.04 0.04 17.577
0.02 0.03 0.07 0.20 -0.10 -0.16 0.00 0.04 0.04 17.587
0.02 0.03 0.07 0.20 -0.10 -0.15 0.00 0.04 0.04 17.597
0.02 0.03 0.06 0.19 -0.11 -0.13 0.00 0.04 0.04 17.607
0.02 0.03 0.06 0.19 -0.12 -0.11 0.00 0.04 0.04 17.617
0.02 0.03 0.06 0.19 -0.12 -0.10 0.00 0.04 0.04 17.627
0.02 0.03 0.06 0.18 -0.13 -0.08 0.00 0.04 0.04 17.637
0.02 0.03 0.06 0.18 -0.13 -0.06 0.00 0.04 0.04 17.647
0.02 0.03 0.06 0.18 -0.14 -0.04 0.00 0.04 0.04 17.657
0.02 0.03 0.07 0.17 -0.14 -0.02 0.00 0.04 0.04 17.667
0.02 0.03 0.07 0.17 -0.15 -0.00 0.00 0.04 0.04 17.677
0.02 0.03 0.08 0.16 -0.15 0.02 0.00 0.04 0.04 17.687
0.02 0.03 0.08 0.16 -0.16 0.04 0.00 0.04 0.04 17.697
0.02 0.03 0.08 0.15 -0.16 0.06 0.00 0.04 0.04 17.706
0.02 0.03 0.08 0.15 -0.17 0.08 0.00 0.04 0.04 17.716
0.02 0.02 0.09 0.14 -0.17 0.10 0.00 0.04 0.04 17.726
0.02 0.02 0.09 0.13 -0.18 0.12 0.00 0.04 0.04 17.736
0.02 0.02 0.08 0.13 -0.18 0.14 0.00 0.04 0.04 17.746
0.02 0.02 0.08 0.12 -0.19 0.16 0.00 0.04 0.04 17.756
0.02 0.02 0.07 0.12 -0.19 0.18 0.00 0.04 0.04 17.766
0.02 0.02 0.06 0.11 -0.19 0.20 0.00 0.04 0.04 17.776
0.02 0.02 0.04 0.11 -0.20 0.22 0.00 0.04 0.04 17.786
0.02 0.02 0.04 0.10 -0.20 0.24 0.00 0.04 0.04 17.796
0.02 0.02 0.03 0.09 -0.20 0.26 0.00 0.04 0.04 17.806
0.02 0.02 0.03 0.09 -0.21 0.27 0.00 0.04 0.04 17.816
0.03 0.02 0.03 0.08 -0.21 0.29 0.00 0.04 0.04 17.826
0.03 0.02 0.03 0.08 -0.21 0.31 0.00 0.04 0.04 17.836
0.03 0.01 0.03 0.07 -0.21 0.33 0.00 0.04 0.04 17.846
0.03 0.01 0.03 0.07 -0.22 0.34 0.00 0.04 0.04 17.856
0.03 0.01 0.03 0.06 -0.22 0.36 0.00 0.04 0.04 17.866
0.02 0.01 0.03 0.05 -0.22 0.38 0.00 0.04 0.04 17.876
0.03 0.01 0.03 0.05 -0.22 0.39 0.00 0.04 0.04 17.886
0.03 0.01 0.03 0.04 -0.22 0.41 0.00 0.04 0.04 17.896
0.02 0.01 0.03 0.04 -0.23 0.42 0.00 0.04 0.04 17.906
0.02 0.01 0.03 0.03 -0.23 0.44 0.00 0.04 0.04 17.916
0.02 0.02 0.02 0.03 -0.23 0.45 0.00 0.04 0.04 17.926
0.02 0.02 0.02 0.02 -0.23 0.46 0.00 0.04 0.04 17.936
0.02 0.02 0.02 0.02 -0.23 0.48 0.00 0.04 0.04 17.946
0.02 0.02 0.02 0.01 -0.23 0.49 0.00 0.04 0.04 17.956
0.02 0.02 0.02 0.01 -0.23 0.50 0.00 0.04 0.04 17.966
0.02 0.03 0.02 0.01 -0.23 0.52 0.00 0.04 0.04 17.976
0.02 0.03 0.02 0.00 -0.23 0.53 0.00 0.04 0.04 17.986
0.02 0.03 0.01 0.00 -0.23 0.54 0.00 0.04 0.04 17.996
0.02 0.03 0.01 0.00 -0.22 0.54 0.00 0.04 0.04 18.006
0.02 0.03 0.01 0.00 -0.22 0.55 0.00 0.04 0.04 18.016
0.02 0.04 -0.00 0.00 -0.22 0.56 0.00 0.04 0.04 18.026
0.03 0.04 -0.01 0.00 -0.22 0.56 0.00 0.04 0.04 18.036
0.03 0.04 -0.02 0.00 -0.21 0.56 0.00 0.04 0.04 18.046
0.04 0.04 -0.03 0.00 -0.21 0.56 0.00 0.04 0.04 18.056
0.04 0.04 -0.04 0.01 -0.21 0.56 0.00 0.04 0.04 18.066
0.05 0.05 -0.04 0.01 -0.20 0.56 0.00 0.04 0.04 18.076
0.05 0.05 -0.05 0.01 -0.20 0.56 0.00 0.04 0.04 18.086
0.06 0.06 -0.05 0.01 -0.19 0.56 0.00 0.04 0.04 18.096
0.06 0.06 -0.05 0.02 -0.19 0.56 0.00 0.04 0.04 18.106
0.07 0.06 -0.05 0.02 -0.18 0.56 0.00 0.04 0.04 18.116
0.07 0.07 -0.05 0.02 -0.18 0.56 0.00 0.04 0.04 18.126
0.08 0.07 -0.05 0.03 -0.17 0.56 0.00 0.04 0.04 18.136
0.08 0.08 -0.05 0.03 -0.16 0.55 0.00 0.04 0.04 18.146
0.08 0.08 -0.05 0.03 -0.16 0.55 0.00 0.04 0.04 18.156
0.09 0.09 -0.05 0.03 -0.15 0.55 0.00 0.04 0.04 18.166
0.09 0.09 -0.05 0.03 -0.15 0.55 0.00 0.04 0.04 18.176
0.09 0.10 -0.05 0.04 -0.14 0.55 0.00 0.04 0.04 18.186
0.09 0.10 -0.05 0.04 -0.13 0.55 0.00 0.04 0.04 18.196
0.08 0.09 -0.05 0.04 -0.13 0.55 0.00 0.04 0.04 18.206
0.08 0.09 -0.04 0.04 -0.12 0.55 0.00 0.04 0.04 18.216
0.07 0.08 -0.04 0.04 -0.12 0.55 0.00 0.04 0.04 18.226
0.07 0.08 -0.03 0.04 -0.11 0.55 0.00 0.04 0.04 18.236
0.06 0.07 -0.03 0.04 -0.11 0.55 0.00 0.04 0.04 18.246
0.05 0.05 -0.02 0.05 -0.11 0.55 0.00 0.04 0.04 18.256
0.04 0.04 -0.01 0.05 -0.10 0.54 0.00 0.04 0.04 18.266
0.04 0.03 -0.00 0.05 -0.10 0.54 0.00 0.04 0.04 18.276
0.03 0.02 0.00 0.05 -0.10 0.54 0.00 0.04 0.04 18.286
0.02 0.00 0.01 0.05 -0.10 0.54 0.00 0.04 0.04 18.296
0.01 -0.01 0.02 0.05 -0.09 0.54 0.00 0.04 0.04 18.306
0.01 -0.01 0.03 0.05 -0.09 0.54 0.00 0.04 0.04 18.316
0.01 -0.02 0.04 0.05 -0.09 0.54 0.00 0.04 0.04 18.326
0.00 -0.03 0.04 0.05 -0.09 0.54 0.00 0.04 0.04 18.336
0.00 -0.03 0.05 0.05 -0.09 0.54 0.00 0.04 0.04 18.346
0.00 -0.03 0.05 0.05 -0.09 0.54 0.00 0.04 0.04 18.356
0.00 -0.03 0.05 0.05 -0.10 0.54 0.00 0.04 0.04 18.366
0.00 -0.03 0.05 0.05 -0.10 0.54 0.00 0.04 0.04 18.376
0.00 -0.04 0.05 0.05 -0.10 0.54 0.00 0.04 0.04 18.386
0.00 -0.04 0.06 0.05 -0.10 0.54 0.00 0.04 0.04 18.396
-0.00 -0.04 0.06 0.05 -0.10 0.54 0.00 0.04 0.04 18.406
-0.00 -0.04 0.06 0.05 -0.10 0.54 0.00 0.04 0.04 18.416
-0.00 -0.04 0.06 0.05 -0.10 0.54 0.00 0.04 0.04 18.426
-0.00 -0.04 0.06 0.05 -0.10 0.54 0.00 0.04 0.04 18.436
-0.00 -0.04 0.06 0.05 -0.10 0.54 0.00 0.04 0.04 18.446
0.00 -0.03 0.06 0.05 -0.10 0.54 0.00 0.04 0.04 18.456
0.00 -0.03 0.06 0.05 -0.10 0.54 0.00 0.04 0.04 18.466
0.00 -0.03 0.06 0.05 -0.10 0.54 0.00 0.04 0.04 18.476
0.01 -0.02 0.06 0.05 -0.10 0.54 0.00 0.04 0.04 18.486
0.01 -0.02 0.05 0.05 -0.09 0.54 0.00 0.04 0.04 18.496
0.01 -0.01 0.05 0.05 -0.09 0.53 0.00 0.04 0.04 18.506
0.02 -0.00 0.05 0.05 -0.09 0.53 0.00 0.04 0.04 18.516
0.02 0.01 0.05 0.06 -0.08 0.53 0.00 0.04 0.04 18.526
0.03 0.02 0.04 0.06 -0.08 0.52 0.00 0.04 0.04 18.536
0.03 0.03 0.04 0.06 -0.07 0.52 0.00 0.04 0.04 18.546
0.04 0.03 0.03 0.07 -0.06 0.51 0.00 0.04 0.04 18.556
0.05 0.04 0.02 0.07 -0.05 0.50 0.00 0.04 0.04 18.566
0.05 0.05 0.01 0.08 -0.04 0.49 0.00 0.04 0.04 18.576
0.06 0.07 0.00 0.08 -0.03 0.48 0.00 0.04 0.04 18.586
